title,author,publisher,description,new_this_week,weeks_on_list,isbn,image_url,scrape_date
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,5.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-12-05
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",True,20.0,1250866448,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,2023-12-05
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,104.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-12-05
MY NAME IS BARBRA,Barbra Streisand,Viking,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,True,3.0,0525429522,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,2023-12-05
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,31.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-12-05
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,6.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-12-05
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,11.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-12-05
MY EFFIN' LIFE,Geddy Lee with Daniel Richler,Harper,The musician known for his work with the band Rush chronicles his life as the child of Holocaust survivors and his time in the limelight.,True,2.0,0063159414,https://storage.googleapis.com/du-prd/books/images/9780063159419.jpg,2023-12-05
I'M GLAD MY MOM DIED,Jennette McCurdy,Simon & Schuster,The actress and filmmaker describes her eating disorders and difficult relationship with her mother.,True,59.0,1982185821,https://storage.googleapis.com/du-prd/books/images/9781982185824.jpg,2023-12-05
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,170.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-12-05
GHOSTS OF HONOLULU,Mark Harmon and Leon Carroll Jr.,Harper Select,"The story of a Japanese American naval intelligence agent, a Japanese spy and events in Hawaii before the start of World War II.",True,2.0,1400337011,https://storage.googleapis.com/du-prd/books/images/9781400337019.jpg,2023-12-05
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,35.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-12-05
BEHIND THE SEAMS,Dolly Parton with Holly George-Warren,Ten Speed,The country music legend shares stories about her favorite outfits she has worn on and off the stage.,True,2.0,198486212X,https://storage.googleapis.com/du-prd/books/images/9781984862129.jpg,2023-12-05
KILLING THE WITCHES,Bill O'Reilly and Martin Dugard,St. Martin's,"The 13th book in the conservative commentator’s Killing series gives a portrayal of the events of 1692 and 1693 in Salem Village, Mass.",True,7.0,1250283329,https://storage.googleapis.com/du-prd/books/images/9781250283320.jpg,2023-12-05
TEDDY AND BOOKER T.,Brian Kilmeade,Sentinel,The Fox News host gives an account of the relationship between President Theodore Roosevelt and Booker T. Washington.,True,3.0,0593543823,https://storage.googleapis.com/du-prd/books/images/9780593543825.jpg,2023-12-05
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,6.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-12-12
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,105.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-12-12
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",True,21.0,1250866448,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,2023-12-12
MY NAME IS BARBRA,Barbra Streisand,Viking,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,True,4.0,0525429522,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,2023-12-12
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,32.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-12-12
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,7.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-12-12
ENDGAME,Omid Scobie,Dey Street,The author of “Finding Freedom” gives an overview of the British monarchy after the death of Queen Elizabeth II.,True,,0063258668,https://storage.googleapis.com/du-prd/books/images/9780063258662.jpg,2023-12-12
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,12.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-12-12
GHOSTS OF HONOLULU,Mark Harmon and Leon Carroll Jr.,Harper Select,"The story of a Japanese American naval intelligence agent, a Japanese spy and events in Hawaii before the start of World War II.",True,3.0,1400337011,https://storage.googleapis.com/du-prd/books/images/9781400337019.jpg,2023-12-12
BEHIND THE SEAMS,Dolly Parton with Holly George-Warren,Ten Speed,The country music legend shares stories about her favorite outfits she has worn on and off the stage.,True,3.0,198486212X,https://storage.googleapis.com/du-prd/books/images/9781984862129.jpg,2023-12-12
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,36.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-12-12
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,171.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2023-12-12
MY EFFIN' LIFE,Geddy Lee with Daniel Richler,Harper,The musician known for his work with the band Rush chronicles his life as the child of Holocaust survivors and his time in the limelight.,True,3.0,0063159414,https://storage.googleapis.com/du-prd/books/images/9780063159419.jpg,2023-12-12
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,6.0,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-12-12
BEING HENRY,Henry Winkler with James Kaplan,Celadon,The Emmy Award-winning actor shares how playing roles such as the Fonz and his struggles with dyslexia affected his life.,True,4.0,1250888093,https://storage.googleapis.com/du-prd/books/images/9781250888099.jpg,2023-12-12
OATH AND HONOR,Liz Cheney,"Little, Brown",The former congresswoman from Wyoming recounts how she helped lead the Select Committee to Investigate the Jan. 6. Attack on the United States Capitol.,True,,0316572063,https://storage.googleapis.com/du-prd/books/images/9780316572064.jpg,2023-12-19
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,7.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-12-19
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,33.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-12-19
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,"The story of a murder spree in 1920s Oklahoma that targeted Osage Indians, whose lands contained oil.",True,106.0,0385534248,https://storage.googleapis.com/du-prd/books/images/9780385534246.jpg,2023-12-19
MY NAME IS BARBRA,Barbra Streisand,Viking,The EGOT winner chronicles her journey in show business and reveals details about some of her personal relationships.,True,5.0,0525429522,https://storage.googleapis.com/du-prd/books/images/9780525429524.jpg,2023-12-19
"THE KINGDOM, THE POWER, AND THE GLORY",Tim Alberta,Harper,The author of “American Carnage” looks at divisions within the American evangelical movement.,True,,006322688X,https://storage.googleapis.com/du-prd/books/images/9780063226883.jpg,2023-12-19
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,Flatiron,"The late actor, known for playing Chandler Bing on “Friends,” shares stories from his childhood and his struggles with sobriety.",True,22.0,1250866448,https://storage.googleapis.com/du-prd/books/images/9781250866448.jpg,2023-12-19
ELON MUSK,Walter Isaacson,Simon & Schuster,"The author of “The Code Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence.",True,13.0,1982181281,https://storage.googleapis.com/du-prd/books/images/9781982181284.jpg,2023-12-19
PREQUEL,Rachel Maddow,Crown,The MSNBC host and co-author of “Bag Man” details a campaign to overthrow the U.S. government and install authoritarian rule prior to and during our involvement in World War II.,True,8.0,0593444515,https://storage.googleapis.com/du-prd/books/images/9780593444511.jpg,2023-12-19
MY EFFIN' LIFE,Geddy Lee with Daniel Richler,Harper,The musician known for his work with the band Rush chronicles his life as the child of Holocaust survivors and his time in the limelight.,True,4.0,0063159414,https://storage.googleapis.com/du-prd/books/images/9780063159419.jpg,2023-12-19
OUTLIVE,Peter Attia with Bill Gifford,Harmony,A look at recent scientific research on aging and longevity.,True,37.0,0593236599,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,2023-12-19
GHOSTS OF HONOLULU,Mark Harmon and Leon Carroll Jr.,Harper Select,"The story of a Japanese American naval intelligence agent, a Japanese spy and events in Hawaii before the start of World War II.",True,4.0,1400337011,https://storage.googleapis.com/du-prd/books/images/9781400337019.jpg,2023-12-19
BEHIND THE SEAMS,Dolly Parton with Holly George-Warren,Ten Speed,The country music legend shares stories about her favorite outfits she has worn on and off the stage.,True,4.0,198486212X,https://storage.googleapis.com/du-prd/books/images/9781984862129.jpg,2023-12-19
DEMOCRACY AWAKENING,Heather Cox Richardson,Viking,The historian and author of the newsletter “Letters From an American” shares her views on the current political moment.,True,7.0,0593652967,https://storage.googleapis.com/du-prd/books/images/9780593652961.jpg,2023-12-19
BEING HENRY,Henry Winkler with James Kaplan,Celadon,The Emmy Award-winning actor shares how playing roles such as the Fonz and his struggles with dyslexia affected his life.,True,5.0,1250888093,https://storage.googleapis.com/du-prd/books/images/9781250888099.jpg,2023-12-19
OATH AND HONOR,Liz Cheney,"Little, Brown",The former congresswoman from Wyoming recounts how she helped lead the Select Committee to Investigate the Jan. 6. Attack on the United States Capitol.,True,2.0,0316572063,https://storage.googleapis.com/du-prd/books/images/9780316572064.jpg,2023-12-26
THE WAGER,David Grann,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,True,34.0,0385534264,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,2023-12-26
THE WOMAN IN ME,Britney Spears,Gallery,"The Grammy Award-winning pop star details her personal and professional experiences, including the years she spent under a conservatorship overseen by her father.",True,8.0,1668009048,https://storage.googleapis.com/du-prd/books/images/9781668009048.jpg,2023-12-26
